また,案件
前 の,案件
案件 みたいに,
関東 でも,見えたり する
こんなに,たくさんの
たくさんの,星
星 が,見えたり する
見えたり する の か,
やった ね,朱美 ちゃん
朱美 ちゃん,
朱美 さ〜ん,
まぁ,言って しまった
味見 と,言って しまった
言って しまった ので,十分 しれ ない
これ で,十分 しれ ない
十分 しれ ない かも,
Keep：,続けて いく
続けて いく べき,こと
こと,
私 は,受け止める こと でき ない
その,綺麗
綺麗 って,受け止める こと でき ない
言葉 を,受け止める こと でき ない
すんなり,受け止める こと でき ない
受け止める こと でき ない が,
してやられた よ,
それ,わから ない
あと で,読んだ
読んだ,とき
とき に,理解 できる
理解 できる,メモ
メモ な の か な,私
私 に は,わから ない
よく,わから ない
わから ない,
うーん,ところ
セキュリティ 的に,乗っ取ら れたら
乗っ取ら れたら,ところ
超 危険 って,スリル 満点
ゆう,スリル 満点
スリル 満点 な,ところ
ところ,
でも,時
それ って,時
あの,時
時 だけ だ よ ね,
南 くん と,妹 さん
妹 さん,ひと り
もう,ひと り
ひと り は,来る
親 でも,来る
来る の か な,
電源,入れた
入れた よ,もう
もう,作動 し ない
プランキッド は,作動 し ない
作動 し ない みたい,
私 の,写真
写真 を,保存 した
保存 した,ところ
ところ で,だし
サーバー に,だし
無駄な,写真
写真 が,増える
増える だけ,だし
だし,ない ない
それ に,悪用 する しれ ない
ほら,悪用 する しれ ない
私 が,悪用 する しれ ない
悪用 する しれ ない かも し,ない ない
あまり,ない ない
意味 が,ない ない
ない ない んじゃ か な〜,
なんだか,妙な
今度 は,妙な
妙な,脱力 感
脱力 感 に,襲わ れた
襲わ れた,
それ は,出来 ない ない
萌 夢 が,する
いつも,する
悪 さ ばかり,する
する から,出来 ない ない
信用 し たくて も,出来 ない ない
出来 ない ない んじゃ か,
私 も,反論 し なくて
なんとか,反論 し なくて
反論 し なくて は,
する と,取り出して
萌 夢 ちゃん は,取り出して
スマホ を,取り出して
取り出して,起動 した
さっと,起動 した
アプリ を,起動 した
起動 した か と,思う
思う と,差し出した
その,スマホ
スマホ を,差し出した
カメラ の,レンズ
レンズ の,前
前 に,差し出した
差し出した,
これ は,ない
ひょっとすると,ない
私 達 に,ない
落ち度 は,ない
あまり,ない
ない,
そもそも,南 くん
私 の,不安 要素
不安 要素 の,ひと つ
ひと つ は,南 くん
南 くん だ と,いう
いう のに,気づいて いる
その,こと
こと に,気づいて いる
南 くん は,気づいて いる
気づいて いる んだろう か,
横浜 へ,着く
着く と,１３ 時
既に,１３ 時
時刻 は,１３ 時
まもなく,１３ 時
１３ 時 だった,
なお,ズタボロ
南 くん は,落ち 込んで る
まだ,落ち 込んで る
落ち 込んで る らしく,ズタボロ
今日 の,テンション
テンション は,ズタボロ
ズタボロ だ,
南 くん って,方
セキュリティ に,関して
関して,方
どちら か と,いう
いう と,方
うるさい,方
方 だ と,思う
思う けど,せい しれ ない
その,理由
理由 は,せい しれ ない
多分,せい しれ ない
自分 の,妹
妹 の,せい しれ ない
せい しれ ない な の かも,
カシャ,
私 は,買って きた
コンビニ で,買って きた
おかず パン を,買って きた
買って きた,
結局,向いた
萌 夢 ちゃん は,向いた
むこう,向いた
向いた,まま
まま だった けど,戻って いた
その,声
声 は,戻って いた
元 の,声
愛くるしい,声
声 に,戻って いた
戻って いた,
その,女子 大 生
女子 大 生 の,部屋
部屋 は,溢れて て
可愛い,もの
もの に,溢れて て
溢れて て,思い ました
私 も,思い ました
それ,見て
見て,思い ました
この,女子 大 生
女子 大 生 を,守って あげ たい
守って あげ たい って,思い ました
思い ました,
三上 部長 は,理解 して なかった
その,危険 性
危険 性 を,理解 して なかった
あまり,理解 して なかった
理解 して なかった ようだ けど,介在 して いる
プランキッド に,感染 した
感染 した って,介在 して いる
こと は,介在 して いる
その,インターネット
インターネット の,先
先 に は,介在 して いる
必ず,拡散 して いる
誰 か,拡散 して いる
プランキッド を,拡散 して いる
拡散 して いる,人
人 が,介在 して いる
介在 して いる はずだ って,
はぁ〜,なに
なに よ,それ〜
それ〜,
でも,朱美 ちゃん
朱美 ちゃん,
悪意 を,持った
持った,人
人 が,操作 し 始めたら
自動車 を,操作 し 始めたら
操作 し 始めたら,こと
大変な,こと
こと だ よ,
気づく と,座って いて
私 は,座って いて
ここ に,座って いて
座って いて,過ぎて いた
ただ,過ぎて いた
ぼおっと,過ぎて いた
時間 だけ が,過ぎて いた
過ぎて いた,
じゃー,撮影 する
わたし は,撮影 する
部屋 の,中
中 で,撮影 する
撮影 する から,なって
朱美 さん は,なって
わたし が,合図 したら
合図 したら,なって
カメラ の,前
前 で,なって
笑顔 に,なって
なって ね,
本当に,大丈夫
大丈夫 か な,
もう,笑顔 なく った
いい ない んじゃ か な,私
私 の,笑顔 なく った
笑顔 なく った じゃ って,撮った
もう,たくさん
たくさん,撮った
撮った でしょ,
私 は,客
仕事 で,客
終電 でも,酔った
周り は,酔った
酔った,客
客 ばかり,
っ,
その,景観
圧倒 的な,景観
景観 に,羨ましい
私 は,羨ましい
羨ましい,気持ち
気持ち に,なった
なった,
南 くん は,答える
自信 満々 に,答える
答える けど,やってくる
その,自信
自信 は,やってくる
どこ から,やってくる
やってくる のだろう か,
終電 の,時間
時間 は,混んで い なかった
金曜 以外 は,混んで い なかった
そこ まで,混んで い なかった
混んで い なかった,
私 は,聞いて いた
初めて,聞いた
その,名前
名前 を,聞いた
会社 で,聞いた
聞いた,時
時,感じた
AI スピーカー に,感じた
トロロ って,いう
いう,名前
名前 は,感じた
とても,感じた
違和感 を,感じた
感じた けど,決まった
畠山 課長 の,話
話 だ と,決まった
南 くん が,決まった
どうしても,負けて
トロロ に,して 欲しい
して 欲しい と,いう
いう,熱意
熱意 に,負けて
三上 部長 が,負けて
負けて,決まった
そう,決まった
決まった んだ と,聞いて いた
聞いて いた,
え〜,見せ たい
早く,見せ たい
見せ たい のにぃ〜,
あ,開いた
開いた,
だから,置いて ある
うち の,ネットワーク
ネットワーク も,作って
仮想 ネットワーク を,作って
作って,置いて ある
仕事 で,使った
使った,ファイル
ファイル と か は,置いて ある
絶っ,対
対 に,届か ない
萌 夢 の,届か ない
届か ない,場所
場所 に,置いて ある
置いて ある んだ,
ん,なに
なに,
びしゃん,
つまり,案件
具体 的な,内容
内容 は,決まって ない
何も,決まって ない
決まって ない,案件
案件 な んです ね,
う,うん
うん,
クライアント と,なる
なる,出版 社
出版 社 は,キーワード
今,旬
流行り の,AI
AI と,いう
いう,もの
もの が,旬
旬 な,キーワード
キーワード である,こと
こと は,わかって い ない
認めて いる,もの
もの の,わかって い ない
ただ,もの
それ が,もの
どんな,もの
もの な の か は,わかって い ない
わかって い ない,
ふと,思う こと あって
思う こと あって が,呼び止めた
私 は,呼び止めた
思わず,呼び止めた
畠山 課長 を,呼び止めた
呼び止めた,
南 くん は,差し出して くれた
その,時
時,差し出して くれた
ポケット の,中
中 から,差し出して くれた
手 鏡 を,差し出して くれた
差し出して くれた,
わかった,
カシャ,
そのまま,上げる
ふと,上げる
顔 を,上げる
上げる と,あった
カメラ の,レンズ
レンズ が,あった
あった,
味見 して み たい だけ から,いい
ちょっと だけ で,いい
いい よ,
正直,方 ない
私 は,書く の
あまり,書く の
こういう の を,書く の
書く の は,方 ない
得意な,方 ない
方 ない で は,
ねぇ,朱美 ちゃん
朱美 ちゃん,
それ は,返答
私 の,想定 した
想定 した,とおり
とおり の,返答
返答 だった,
２ 階 から,聞こえて きた
高い,声
声 の,返事
返事 が,聞こえて きた
聞こえて きた,
ねぇ,南 くん
南 くん,
でも,上手だ
その,手 さばき
手 さばき は,もの
なかなか の,もの
もの で,上手だ
包丁 の,使い 方
使い 方 など は,上手だ
私 より,上手だ
ずっと,上手だ
上手だ,
三上 部長 に,言える
あそこ まで,言える
はっきり,言える
堂々と,言える
モノ を,言える
言える なんて,でき ない
私 に は,でき ない
でき ない し,ある
正直,ある
羨ましく も,ある
ある,
うん,帰ろ っ
帰ろ っ か,
仕事 を,任さ れた
任さ れた,張本人
張本人 が,ない
こんな,こと
こと で は,ない
どう,ない
し よう も,ない
ない,
私 は,入れる
愕然と して,入れる
もはや,入れる
南 くん に,入れる
ツッコミ を,入れる
入れる,気力
気力 すら,残って い ない
残って い ない,
そこ は,大丈夫だった
大丈夫だった,
する と,笑顔
畠山 課長 も,笑顔
笑顔 で,返して きた
こんな,風
風 に,返して きた
返して きた,
理由 は,簡単だ
簡単だ,
目当て の,物
物 を,見つける
見つける と,入れて いく
次々 と,かご
かご の,中
中 へ,入れて いく
入れて いく,
今朝 も,一言
一言 も,聞いて くれ なかった
話 を,聞いて くれ なかった
聞いて くれ なかった よ,
なんだか,見て いる
さっき から,見て いる
見て いる と,感じ られる
萌 夢 の,前
前 で は,した
しっかり,した
した,兄
兄 で,あり たい
あり たい みたいな,態度
そんな,態度
態度 が,感じ られる
節々 に,感じ られる
感じ られる,
ただ,相手 ある
逆の,見方
見方 を,する
する と,騙し やすい
騙し やすい,相手 ある
相手 ある で も,
今 まで,聞いた こと ない
聞いた こと ない が ような,声
優しい,声
声 が,届いた の
私 の,耳
耳 に,届いた の
届いた の は,時
その,時
時 だった,
ドア の,入り口
入り口 から,眺める
萌 夢 ちゃん の,部屋
部屋 を,眺める
一 通り,眺める
眺める と,つく
ところどころ に,貼り付け られて いる の
赤外線 センサー の ような,もの
もの が,貼り付け られて いる の
貼り付け られて いる の が,つく
目 に,つく
つく,
萌 夢 ちゃん が,出て きた
部屋 の,中
中 から,出て きた
出て きた,瞬間
瞬間,鳴り響いた
大きな,音
音 が,鳴り響いた
家 の,中
中 に,鳴り響いた
鳴り響いた,
私 が,手伝おう
手伝おう か と,聞いて みる
聞いて みる と,譲ろう し ない
お 客 様 に,手伝わ す いか ない
手伝わ す いか ない わけに は よ と,譲ろう し ない
何一つ,譲ろう し ない
譲ろう し ない と,
え,感染 する
プランキッド の,こと
こと,それ
それ って,感染 する
トロロ に も,感染 する
感染 する の,
確認 し ながら,答えた
私 の,質問
質問 に,対して
対して,答えた
静かに,答えた
こう,答えた
答えた,
いつも の,会議 室
会議 室,こと
その,もの
いつ,もの
もの に,係る
係る,対象
対象 と,いう の
いう の は,こと
主に,こと
私 の,こと
こと だった,
朱美 さん,どう
カレー と,とろろ 芋
とろろ 芋 の,組み合わせ
組み合わせ,どう
どう です か,
萌 夢,とろろ 芋
とろろ 芋,どれ
どれ くらい,かける
かける んだ,
ぶっちゃけた,弊社
話,弊社
弊社 で は,浸透 して い なくて
あまり,浸透 して い なくて
アジャイル 開発 と,いう
いう,もの
もの が,浸透 して い なくて
浸透 して い なくて,する
私 も,堪能 できて い ない
この,振り返り
振り返り の,メリット
メリット を,堪能 できて い ない
堪能 できて い ない,気
気 も,する
する,
はい,
時間 だけ が,経って しまい
経って しまい,入って いた
１５ 時 から は,入って いた
会議 室 の,予約
次の,予約
予約 も,入って いた
入って いた ので,出る こと した
ひとまず,出る こと した
会議 室 を,出る こと した
出る こと した に,
それ また,内容
どう,ない
し よう も,ない
ない ような,内容
内容 だ よ ね,
そういう,意味
意味 から,する
する と,書いて ない
確かに,書いて ない
難しい,こと
こと なんて,書いて ない
どこ に も,書いて ない
書いて ない,
私 は,飲み 込む こと でき なかった
その,言葉
言葉 を,飲み 込む こと でき なかった
すんなり,飲み 込む こと でき なかった
飲み 込む こと でき なかった が,
私 は,聞いて いた
ぽか ん と,話
話 を,聞いて いた
聞いて いた,
おっ,２ 人
２ 人 と も,良 さ そうだ
仲,良 さ そうだ
良 さ そうだ ね,
それ で,案件
結局,案件
どんな,内容
内容 の,案件
案件 な んです か,
付箋 紙 用意 した から,まとめて くれ
そこ に,まとめて くれ
先週 の,顧客
顧客 と の,打ち合わせ
打ち合わせ の,内容
内容 を,まとめて くれ
KPT で,まとめて くれ
まとめて くれ,
無 茶 振り に も,案件
ほど が,案件
ある よ ね,案件
この,案件
案件,
食事 は,食べて る
いつも,食べて る
２ 人 で,食べて る
食べて る の,
私 の,住んで る
住んで る,場所
場所 は,４０ 分 ほど
横浜 駅 から,４０ 分 ほど
電車 で,４０ 分 ほど
４０ 分 ほど,
そう,いえば
いえば,ある
昔,ある
マ ク は,違う
パソコン と,違う
違う から,大丈夫
ウイルス は,大丈夫
大丈夫 みたいな,こと
CM や た って,こと
こと,ある
ある よ ね,
この,光景
光景 は,感動 的だった
ちょっと,感動 的だった
感動 的だった,
簡単な,もの
もの だ と,置き 換える
ウェイクワード を,置き 換える
置き 換える,方法
方法 から,方法
ちょっと,難しい
難しい,もの
もの だ と,動く
トロロ の,中
中 で,動く
動く,OS
OS を,入れ替えて しまう
入れ替えて しまう,方法
方法 まで,進んで いる
弊社 が,出して い ない
出して い ない,情報
情報 であって も,進んで いる
かなり,広い
広い,範囲
範囲 で,進んで いる
ハッキング が,進んで いる
進んで いる ようだ,
こういう,料理
料理 を,言う
玄人 好み と でも,言う
言う のだろう か,
頭 の,中
中 に,残って いた
どこ か,した
もやっと,した
した,感覚
感覚 が,残って いた
残って いた けど,残して い なかった
それ を,理解 する
ちゃんと,理解 する
理解 する だけ の,体力
体力 を,残して い なかった
私 は,残して い なかった
もう,残して い なかった
残して い なかった,
ムリ だ よ,
畠山 課長 は,ばっ くれて みせた
笑い ながら,ばっ くれて みせた
しら,ばっ くれて みせた
ばっ くれて みせた,
その,瞬間
瞬間,した
私 は,した
一体,した
どんな,顔
顔 を,した
した のだろう,
南 くん は,巡回 して いった
１ 階 で,巡回 して いった
買い物 かご を,する
手 に,する
する と,巡回 して いった
野菜 売り場 から,巡回 して いった
巡回 して いった,
少し くらい,お 願い
お 願い,聞いて あげて
聞いて あげて も,いっか
いっか,
南 くん に,聞こえ ない
聞こえ ない,くらい
くらい,声
小さな,声
声 で,呟いた
私 は,呟いた
思わず,呟いた
そっと,呟いた
呟いた,
笹尾 先輩,いい
いい,人
人 だ し,大丈夫だ
大丈夫だ と,思う
思う けど,
そこら 辺 は,あげて ください
気 に,し
し ないで,あげて ください
あげて ください,
でも,使う して いる
同じ,写真
写真 は,使え ない
３ 日間 しか,使え ない
使え ない から,使う して いる
なるべく,使う して いる
笹尾 先輩 の,写真
写真 を,撮って
多く,撮って
撮って,使う して いる
毎回,違う
違う,笹尾 先輩
笹尾 先輩 の,写真
写真 を,使う して いる
使う して いる ように の,
どう だ,南 くん
南 くん の,教育 係
教育 係 って,大変な
実は,大変な
めっちゃ,大変な
大変な んだ ぞ,
もう,諦めよう
私 の,写真
写真 なんて,諦めよう
必要,ない
ない でしょ,もう
もう,諦めよう
諦めよう よ,
私 は,する
どきっと,する
する,
その,何
何 か って,内容
どんな,内容
内容 な んでしょう か,
あ,はい
はい,
じゃー さ,よっか
切り離して,考えて み
考えて み,よっか
よっか,
まぁ 南 くん に,困る
これ 以上,落ちて もらって
モチベーション,落ちて もらって
落ちて もらって も,困る
困る し,もん
今日 の,プレゼン
プレゼン でも,頑張って た
頑張って た,もん
もん ね,
ふと,見る
横 を,見る
見る と,書き 終えて いた
南 くん は,書き 終えて いた
とっくに,書き 終えて いた
３ 枚 の,付箋 紙
付箋 紙 に,書き 終えて いた
それぞれ,書き 終えて いた
書き 終えて いた,
南 くん,ある
何 か,ある
意見,ある
ある,
南 くん,
全然,
あの,ね 南 くん
ね 南 くん,ない
私 を,からかう して
からかう して に も,ない
もう,少し
少し,まともな
まともな,ない
方法,ない
ない の,
やっぱり,大嫌い
大嫌い,
はぁ〜,
ところが,いう
プラン キッド に,襲わ れた
襲わ れた,ネットワーク
ネットワーク で は,開いて いた
いつのまにか,開いて いた
1412 番 ポート が,開いて いた
開いて いた と,いう
いう のだ,
本当に,確かだ
IT 技術 者 って,確かだ
一体 何者 な んだろう,少なくとも
少なくとも,確かだ
魔法使い ない の で は,確かだ
確かだ,
する と,打ち消す
その,声
声 の,余韻
余韻 を,打ち消す
打ち消す か の,よう
よう に,滑り 込んで きた
東海道 線 熱海 行き,電車
電車 が,滑り 込んで きた
ホーム に,滑り 込んで きた
滑り 込んで きた,
カメラ の,レンズ
レンズ が,なって
鏡 と,なって
なって,写って いた
そこ に は,写って いた
私 の,後ろ
後ろ に,写って いた
南 くん の,顔
顔 が,写って いた
写って いた,
なんで,笑って くれる
そんなに,笑って くれる
笑顔 が,笑って くれる
作れ ない んです か,笹尾 先輩
笹尾 先輩 は,笑って くれる
いつも に っと,笑って くれる
笑って くれる のに,
まずは,定義 する
何 が,し たい
し たい の か を,定義 する
はっきり,定義 する
定義 する,こと
こと,
朱美 さ〜ん,ありがとう ございます
開き ました,ぁ〜！
ぁ〜！,ありがとう ございます
ありがとう ございます,
ただし,する
それ を,言って しまったら
言って しまったら,する
八方塞がり な,気
気 が,する
する んだ けど,
じゃ〜,朱美 ちゃん
朱美 ちゃん,
それ だけ は,わかって いた
わかって いた から,
ふと,見る
横 を,見る
見る と,して いる の
なんだか,泣き 出し そうな
南 くん が,泣き 出し そうな
泣き 出し そうな,顔
そんな,顔
顔 を,して いる の
して いる の は,気のせい
気のせい か な,
プランキッド だ,
私 は,ついた
思わず,ついた
大きな,ため息
ため息 を,ついた
ついた,
これ,じゃあ
じゃあ,失格
教育 係 も,失格
失格 だ よ ね,
ここ が,家
南 くん の,家
家 らしい,
そこ から,見える
見える,様子
街 の,様子
様子 は,感じ られる
風景 画 の ようで,感じ られる
どこ か,別 世界
別 世界 の ように も,感じ られる
感じ られる,
だから,つーの
それ が,つーの
一番,つーの
危ない ん,だっ
だっ,つーの
つーの,
さっき,聞いた
朱美 ちゃん,聞いた
僕 に,聞いた
朱美 ちゃん の,いい
いい,ところ
ところ は,聞いた
何 か って,聞いた
聞いた じゃ ん,
南 くん と,私
私 の,夕方
夕方,進もう して い なかった
定例 は,進もう して い なかった
その,初日
初日 から,ぶつかり 合って しまい
意見 が,ぶつかり 合って しまい
ぶつかり 合って しまい,進もう して い なかった
一向に,進もう して い なかった
先 に,進もう して い なかった
進もう して い なかった と,
へぇ〜,
私 は,お邪魔 する
恐る恐る,お邪魔 する
立川 家 に,お邪魔 する
お邪魔 する,
なお,具合
その,宿題
宿題 の,内容
内容 と は,具合
こんな,具合
具合 だった,
え,どんな
どんな,
いや,狭 すぎる
それでは,狭 すぎる
選択肢 が,狭 すぎる
あまりに も,狭 すぎる
狭 すぎる,
こういった,システム 障害
システム 障害 の,最後の
最後の,対応 手段
対応 手段,それ
それ は,ない
物理 破壊 しか,ない
ない,
そんな の,やって
どう,やって
やって,
私 は,作ろう する
深呼吸 を,して
して,作ろう する
えいっと,作ろう する
笑顔 を,作ろう する
作ろう する と,
だ から,理解 し あえて
今日 は,理解 し あえて
どれ だけ,喧嘩 して また
喧嘩 して また も,理解 し あえて
いつか,理解 し あえて
理解 し あえて,い られ なかった
どんな,困難
困難 から も,守って いける
お互い を,守って いける
守って いける って,い られ なかった
そう,思わ
思わ ざる に は,い られ なかった
い られ なかった,
朱美 ちゃん,多い
今日 は,金曜
金曜 だ から,多い
酔っぱらい も,多い
多い し,帰って
気 を,つけて
つけて,帰って
帰って ね,
だから,何
何 か だ,
丸い,ロボット
ロボット と,聞いて
聞いて,きた
何 か,きた
心当たり,ピンと
ピンと,きた
きた,方
方 も,いる しれ ませ
いる しれ ませ かも ん が,もの
まぁ,アレ
アレ みたいな,もの
もの です,
いつも は,見え ない
見え ない だけ で,あった
実は,あった
こんなに,沢山の
沢山の,星
星 が,あった
あった なんて,
金曜 は,ある
終電 間際 が,混雑 する
比較的,混雑 する
混雑 する,イメージ
イメージ が,ある
ある けど,混み 合って いる
定時 直後 も,混み 合って いる
やはり,混み 合って いる
混み 合って いる,
あんな の,いか ない
納得 が,いか ない
いか ない,
これ は,カレー
カレー だ ね,
萌 夢 が,もん
あまりに も,する
悪 さ ばかり,する
する,もん
もん だ から,設置 した
僕 が,設置 した
部屋 の,中
中 から,開ける こと 出来 ない
開ける こと 出来 ない が,鍵
鍵 を,設置 した
設置 した んだ,
その,顔
顔 は,写って いる
疲れて いて,写って いる
自分 でも,大嫌いな
大嫌いな,自分
自分 が,写って いる
レンズ に,写って いる
写って いる,
私 は,笑って しまう
そんな,こと
こと を,考えて いたら
考えて いたら,笑って しまう
思わず,笑って しまう
くすっと,笑って しまう
笑って しまう,
その後,言わ れた
畠山 課長 に,言わ れた
会議 室 を,片付ける
片付ける,よう
よう,言わ れた
言わ れた,
宿題 は,上げて ほしい
AI を,使って
使って,上げて ほしい
本 の,売上
売上 を,上げて ほしい
上げて ほしい だって さ,
３ つ と も,全部
全部,
IT 系 展示 会 に,ついた
出版 社 が,展示
異色の,展示
展示 と,なれば
なれば,ついた
自ずと,なる
マスコミ の,注目
注目 の,的
的 に,なる
なる,こと
こと は,ついた
容易に,ついた
想像 が,ついた
ついた から だ,
あ,そう
あ,そう
そう な んだー,
はぁ〜,なん
それにしても,本当に
本当に,なん
AI って,なん
なん な のだろう,
そう か も ね,
そんな,私
ただ,情けない
情けない だけ の,私
私 なんて,醜くて
どう,ない
し よう も,ない
ない,ほど
ほど,醜くて
醜くて,
今日 が,月曜日
月曜日,
兄 と,妹
妹 で,やって くれて たら
仲良く,やって くれて たら
やって くれて たら,仕打ち
こんな,仕打ち
苦労 する,仕打ち
必要,なかった
なかった のに,仕打ち
あまりに,酷い
酷い,仕打ち
仕打ち だ,
気づく と,迎えて いた
梅雨 の,季節
季節 を,迎えて いた
迎えて いた,
本来,複数 個 列挙 する
振り返り で は,複数 個 列挙 する
それぞれ の,項目
項目 に,ついて
ついて,複数 個 列挙 する
複数 個 列挙 する,場合
場合 の,方
方 が,多い
多い,
ちょっと,
吉川 さん,
これ で は,はまる
ドツボ に,はまる
はまる,一方
一方 だ,
あの,とき
とき と,同じ
同じ ように,覚めた
私 は,覚めた
南 くん の,声
声 で,覚めた
はっと,覚めた
目 が,覚めた
覚めた,
どうして,思う の
そう,思う の
思う の,
あれ,そう
そう,いえば
いえば,
あ,そう
そう だ,
今日 は,定時
もう,定時
定時 だ から,始める
簡単に,確認 して
プレゼン の,方向 性
方向 性 だけ を,確認 して
確認 して,始める
明日,火曜日
火曜日 から,始める
その,準備
準備 を,始める
始める,
ねぇ,南 くん
南 くん,
朱美 ちゃん,
でも,思う
朱美 ちゃん が,連呼 して
どんなに,連呼 して
ユーザー 目線 で って,連呼 して
連呼 して も,思う
僕 は,思う
AI を,使う
使う,人
人 だったら,思う
ちゃんと,もらい たい な〜って
その,仕組み
仕組み を,もらい たい な〜って
理解,もらい たい な〜って
もらい たい な〜って,思う
思う けど,
そんな,こと
こと を,考える
考える と,笑って しまった
私 は,笑って しまった
小さく,笑って しまった
笑って しまった,
それにしても,引きずって もらい たく ない
いつまでも,引きずって もらい たく ない
南 くん に,引きずって もらい たく ない
引きずって もらい たく ない のだ けど,
その,回答
回答,せい
あっさり,思える の
し すぎ に,思える の
思える の は,せい
私 の,眼
眼 が,曇って る
曇って る,せい
せい か な,
部屋 の,中
中 から,響く
萌 夢 ちゃん の,泣き声
泣き声 が,響く
響く,
その,方
方 が,綺麗な
絶対 に,綺麗な
綺麗な,朱美 ちゃん
朱美 ちゃん だ よ,
って,なって
それ,なって
全然,なって
説明 に,なって
なって ないし,
まだまだ,なって いる
中 皿 に,なって いる
てんこ盛り に,なって いる
なって いる,とろろ 芋
とろろ 芋 を,見て
見て,感じて しまった
それ を,感じて しまった
つくづく,感じて しまった
感じて しまった,
する と と,下りる
ととと っと,下りる
階段 を,駆け
駆け,下りる
下りる が,聞こえて きた
聞こえて きた か と,思う
思う と,現れた
私 の,目の前
目の前 に,現れた
可愛らしい,女の子
女の子 が,現れた
現れた,
騙し やすい,相手
相手 です か,
どうやら,売り 切れて いた
いつも の,お 弁当
お 弁当 は,売り 切れて いた
既に,売り 切れて いた
売り 切れて いた ようだ,
南 くん は,呟いて いる
下 を,向いた
向いた まま,呟いて いる
ずっと,呟いて いる
それ ばかり,呟いて いる
呟いて いる,
だから,もの
正確に は,もの
プランキッド の,亜種
亜種 みたいな,もの
もの だ ね,
タイタン と,違う
トロロ は,違う
そもそも,違う
OS が,違う
違う から,感染 する いよ
プランキッド は,感染 する いよ
感染 する いよ はずな,
SOS を,求めて る
求めて る はずな のに,せい
どうして,可愛らしい
こんなに,可愛らしい
可愛らしい,声
声 な んだろう,肝
肝 が,据わって いる それとも
据わって いる それとも の か,せい
単に,せい
萌 夢 ちゃん の,性格
性格 の,せい
せい な の か な,
オーケー,アケミサンニンショウカンリョウ
アケミサンニンショウカンリョウ,
月曜日 の,朝
朝,聞いて みた
南 くん に,聞いて みた
今朝 の,萌 夢 ちゃん
萌 夢 ちゃん の,様子
様子 を,聞いて みた
聞いて みた,
だったら,思った
代わり の,ウェイクワード
ウェイクワード を,思った
わざわざ,し なくて いい ない
トロロン に,し なくて いい ない
し なくて いい ない も んじゃ か と も,思った
思った けど,こだわり しれ ない
そこ は,こだわり しれ ない
立川 家 ならでは の,こだわり しれ ない
こだわり しれ ない な の かも,
早 っ,さっき
さっき まで,失い かけて いた
気力 を,失い かけて いた
失い かけて いた,南 くん
南 くん は,どこ
どこ へ やら,
ひょっとすると,背けて いる しれ ない
私 が,否定 し 続けて いる
否定 し 続けて いる と,いう
いう より,背けて いる しれ ない
もっと,単純で
単純で,背けて いる しれ ない
ただ,背けて いる しれ ない
目 を,背けて いる しれ ない
背けて いる しれ ない だけ な の かも,
萌 夢 ちゃん の,左 頬
左 頬 と,右手
南 くん の,右手
右手 が,赤く なって いる
同時に,赤く なって いる
やや,赤く なって いる
赤く なって いる,
南 くん の,言う
言う,とおり
とおり,引っかかり
弊社 製品,トロロ
トロロ を,検索 する
インターネット で,検索 する
検索 する と,引っかかり
まず,引っかかり
弊社 の,製品 情報 サイト
製品 情報 サイト が,引っかかり
引っかかり,表示 さ れる
その,次 以降
次 以降 は,表示 さ れる
およそ,表示 さ れる
トロロ を,改造 する
改造 する,ため
ため の,情報
情報 が,表示 さ れる
ずらり と,並んで
並んで,表示 さ れる
表示 さ れる,
あ,手鏡
手鏡,
Try : AI の,可愛らし さ
可愛らし さ を,伝える
顧客 へ,伝える
伝える,
火曜日 の,例
夕方 また の,例
例 に,よって
よって,会議 室
いつも の,会議 室
会議 室,
兄 と,妹
妹 の,怒号
怒号 が,響き 渡る
家 の,中
中 に,響き 渡る
響き 渡る,
まぁ,見て いる
三上 部長 も,見て いる
とりあえず,見て いる
様子,見て いる
見て いる の か,入れて ない
今日 は,入れて ない
電源,入れて ない
入れて ない けど ね,
笹尾 先輩 って,先輩
萌 夢 ちゃん の,憧れ
憧れ の,先輩
先輩,
照明 や,エアコン
エアコン と か,鍵
ドア の,鍵
鍵 と か,
ブーブー,
その,顔
顔 から,言って る
ただ,思った
純粋に,思った
思った,こと
こと を,言って る
言って る だけ と,いう
いう,こと
こと は,理解 できた
理解 できた,
それ くらい,思って る ない
萌 夢 ちゃん の,こと
こと,思って る ない
大切に,思って る ない
思って る ない んじゃ か な,
トロロ は,動く はず なかった
それ と は,違う
違う,OS
OS って,こと
こと だ から,動く はず なかった
プランキッド なんて,動く はず なかった
動く はず なかった も,
そもそも,逸らそう する
なんで,逸らそう する
私 は,逸らそう する
自分 から,逸らそう する
目 を,逸らそう する
逸らそう する と のだろう,
する と,して きた
萌 夢 ちゃん は,して きた
目 を,して きた
きらきら,して きた
さ せ ながら,して きた
挨拶 を,して きた
して きた,
あ,うん
うん,
畠山 課長 が,取り出した
取り出した,名刺
名刺 に は,書いて あった
たしかに,聞いた
聞いた,こと
こと の,ある
ある ような,出版 社
出版 社 の,名前
名前 が,書いて あった
書いて あった,
だって,ないじゃ
お 兄ちゃん が,開ける こと 出来たら
この,鍵
鍵 を,開ける こと 出来たら
開ける こと 出来たら が,ないじゃ
あまり,ないじゃ
意味 が,ないじゃ
ないじゃ ん,
サツエイシッパイ,サツエイシッパイ
サツエイシッパイ,
私 は,思って しまった
